Rust LOC Summary Report
Generated (UTC): 2025-12-13 00:02:18
Generated (Epoch Seconds): 1765584139
Root Directory: C:\zv9\zv9.SSXL-ext\rust
Target Extensions: rs, toml

------------------------------------------------------
 FILE LOC | Relative File Path
      107 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_export_platform_pc.rs
      229 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_export_platform_vision_os.rs
      223 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_export_platform_web.rs
      229 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_export_platform_windows.rs
      473 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_export_plugin.rs
      602 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_export_preset.rs
      430 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_feature_profile.rs
     1059 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_file_dialog.rs
      366 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_file_system.rs
      337 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_file_system_directory.rs
      221 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_file_system_import_format_support_query.rs
      328 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_import_plugin.rs
      654 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_inspector.rs
      306 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_inspector_plugin.rs
     1284 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_interface.rs
      559 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_node_3d_gizmo.rs
      510 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_node_3d_gizmo_plugin.rs
      265 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_paths.rs
     1443 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_plugin.rs
     1085 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_property.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_resource_conversion_plugin.rs
      494 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_resource_picker.rs
      195 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_resource_preview.rs
      232 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_resource_preview_generator.rs
      232 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_resource_tooltip_plugin.rs
      306 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_scene_format_importer.rs
      235 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_scene_format_importer_blend.rs
      235 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_scene_format_importer_fbx2gltf.rs
      235 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_scene_format_importer_gltf.rs
      235 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_scene_format_importer_ufbx.rs
      229 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_scene_post_import.rs
      425 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_scene_post_import_plugin.rs
      246 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_script.rs
      355 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_script_picker.rs
      311 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_selection.rs
      519 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_settings.rs
      572 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_spin_slider.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_syntax_highlighter.rs
      249 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_toaster.rs
      223 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_translation_parser_plugin.rs
      519 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_undo_redo_manager.rs
      476 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_vcs_interface.rs
      235 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\encoded_object_as_id.rs
      913 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\enet_connection.rs
      408 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\enet_multiplayer_peer.rs
      612 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\enet_packet_peer.rs
      514 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\engine.rs
      440 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\engine_debugger.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\engine_profiler.rs
     2476 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\environment.rs
      348 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\expression.rs
      291 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\external_texture.rs
     1126 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\fast_noise_lite.rs
      241 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\fbx_document.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\fbx_state.rs
     1302 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\file_access.rs
     1164 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\file_dialog.rs
      408 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\file_system_dock.rs
      553 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\flow_container.rs
      357 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\fog_material.rs
      322 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\fog_volume.rs
      611 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\foldable_container.rs
      317 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\foldable_group.rs
     1323 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\font.rs
     1195 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\font_file.rs
      367 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\font_variation.rs
      220 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\framebuffer_cache_rd.rs
      335 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gdextension.rs
      349 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gdextension_manager.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gdscript.rs
      265 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gdscript_syntax_highlighter.rs
      655 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\generic6_dof_joint_3d.rs
      651 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\geometry_2d.rs
      317 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\geometry_3d.rs
      902 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\geometry_instance_3d.rs
      726 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_accessor.rs
      289 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_animation.rs
      352 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_buffer_view.rs
      361 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_camera.rs
      802 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_document.rs
      304 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_document_extension.rs
      310 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_document_extension_convert_importer_mesh.rs
      397 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_light.rs
      325 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_mesh.rs
      560 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_node.rs
      497 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_object_model_property.rs
      415 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_physics_body.rs
      489 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_physics_shape.rs
      334 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_skeleton.rs
      415 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_skin.rs
      325 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_spec_gloss.rs
      861 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_state.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_texture.rs
      307 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gltf_texture_sampler.rs
     1033 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gpu_particles_2d.rs
     1146 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gpu_particles_3d.rs
      182 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gpu_particles_attractor_3d.rs
      292 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gpu_particles_attractor_box_3d.rs
      292 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gpu_particles_attractor_sphere_3d.rs
      310 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gpu_particles_attractor_vector_field_3d.rs
      128 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gpu_particles_collision_3d.rs
      292 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gpu_particles_collision_box_3d.rs
      543 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gpu_particles_collision_height_field_3d.rs
      471 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gpu_particles_collision_sdf_3d.rs
      292 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gpu_particles_collision_sphere_3d.rs
      542 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gradient.rs
      309 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gradient_texture_1d.rs
      538 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\gradient_texture_2d.rs
      331 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\grid_container.rs
      838 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\grid_map.rs
      403 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\grid_map_editor_plugin.rs
      310 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\groove_joint_2d.rs
      321 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\hashing_context.rs
      322 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\height_map_shape_3d.rs
      493 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\hinge_joint_3d.rs
      244 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\hmac_context.rs
     1091 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\http_client.rs
      740 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\http_request.rs
      319 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\h_box_container.rs
      319 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\h_flow_container.rs
      316 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\h_scroll_bar.rs
      307 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\h_separator.rs
      316 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\h_slider.rs
      319 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\h_split_container.rs
     2264 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\image.rs
      186 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\image_format_loader.rs
      247 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\image_format_loader_extension.rs
      309 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\image_texture.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\image_texture_3d.rs
      131 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\image_texture_layered.rs
      382 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\immediate_mesh.rs
      544 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\importer_mesh.rs
      439 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\importer_mesh_instance_3d.rs
     1433 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input.rs
      473 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event.rs
      304 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_action.rs
      128 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_from_window.rs
      134 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_gesture.rs
      286 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_joypad_button.rs
      277 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_joypad_motion.rs
      424 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_key.rs
      277 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_magnify_gesture.rs
      385 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_midi.rs
      170 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_mouse.rs
      331 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_mouse_button.rs
      385 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_mouse_motion.rs
      277 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_pan_gesture.rs
      409 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_screen_drag.rs
      319 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_screen_touch.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_shortcut.rs
      221 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_event_with_modifiers.rs
      308 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\input_map.rs
      212 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\instance_placeholder.rs
      218 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\interval_tweener.rs
      513 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\ip.rs
     1516 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\item_list.rs
      191 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\joint_2d.rs
      188 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\joint_3d.rs
      487 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\json.rs
      425 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\json_rpc.rs
      371 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\kinematic_collision_2d.rs
      720 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\kinematic_collision_3d.rs
      779 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\label.rs
      996 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\label_3d.rs
      669 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\label_settings.rs
      104 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\lightmapper.rs
      223 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\lightmapper_rd.rs
     1037 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\lightmap_gi.rs
      420 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\lightmap_gi_data.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\lightmap_probe.rs
      552 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\light_2d.rs
      642 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\light_3d.rs
      322 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\light_occluder_2d.rs
      842 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\line_2d.rs
     1637 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\line_edit.rs
      516 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\link_button.rs
      305 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\logger.rs
      903 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\look_at_modifier_3d.rs
      335 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\main_loop.rs
      313 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\margin_container.rs
      286 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\marker_2d.rs
      277 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\marker_3d.rs
      236 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\marshalls.rs
      300 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\material.rs
      517 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\menu_bar.rs
      428 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\menu_button.rs
     1027 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\mesh.rs
      523 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\mesh_convex_decomposition_settings.rs
      596 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\mesh_data_tool.rs
      350 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\mesh_instance_2d.rs
      618 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\mesh_instance_3d.rs
      433 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\mesh_library.rs
      318 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\mesh_texture.rs
      245 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\method_tweener.rs
      307 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\missing_node.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\missing_resource.rs
      403 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\mobile_vr_interface.rs
     3429 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\mod.rs
      313 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\modifier_bone_target_3d.rs
      231 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\movie_writer.rs
      499 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\multiplayer_api.rs
      250 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\multiplayer_api_extension.rs
      527 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\multiplayer_peer.rs
      275 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\multiplayer_peer_extension.rs
      462 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\multiplayer_spawner.rs
      620 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\multiplayer_synchronizer.rs
      636 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\multi_mesh.rs
      350 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\multi_mesh_instance_2d.rs
      292 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\multi_mesh_instance_3d.rs
     1405 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\native_menu.rs
      108 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\navigation_mesh_generator.rs
      532 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\nine_patch_rect.rs
     3009 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\node.rs
      633 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\node_2d.rs
     1164 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\node_3d.rs
      104 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\node_3d_gizmo.rs
      392 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\noise.rs
      462 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\noise_texture_2d.rs
      388 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\noise_texture_3d.rs
     1045 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\object.rs
      125 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\occluder_3d.rs
      340 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\occluder_instance_3d.rs
      366 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\occluder_polygon_2d.rs
      229 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\offline_multiplayer_peer.rs
      298 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\ogg_packet_sequence.rs
      217 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\ogg_packet_sequence_playback.rs
      364 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\omni_light_3d.rs
      243 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xrip_binding_modifier.rs
      371 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_action.rs
      243 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_action_binding_modifier.rs
      370 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_action_map.rs
      316 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_action_set.rs
      321 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_analog_threshold_modifier.rs
      708 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_api_extension.rs
      107 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_binding_modifier.rs
      383 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_binding_modifier_editor.rs
      764 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_composition_layer.rs
      337 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_composition_layer_cylinder.rs
      355 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_composition_layer_equirect.rs
      283 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_composition_layer_quad.rs
      411 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_dpad_binding_modifier.rs
      408 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_extension_wrapper.rs
      396 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_extension_wrapper_extension.rs
      460 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_future_extension.rs
      272 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_future_result.rs
      655 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_hand.rs
      107 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_haptic_base.rs
      295 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_haptic_vibration.rs
      325 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_interaction_profile.rs
      331 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_interaction_profile_editor.rs
      128 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_interaction_profile_editor_base.rs
      247 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_interaction_profile_metadata.rs
     1721 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_interface.rs
      361 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_ip_binding.rs
      332 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_render_model.rs
      613 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_render_model_extension.rs
      450 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_render_model_manager.rs
      268 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\open_xr_visibility_mask.rs
      256 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\optimized_translation.rs
      864 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\option_button.rs
      255 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\orm_material_3d.rs
     1589 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\os.rs
      253 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\packed_data_container.rs
      113 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\packed_data_container_ref.rs
      390 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\packed_scene.rs
      250 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\packet_peer.rs
      383 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\packet_peer_dtls.rs
      240 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\packet_peer_extension.rs
      277 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\packet_peer_stream.rs
      384 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\packet_peer_udp.rs
      301 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\panel.rs
      313 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\panel_container.rs
      303 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\panorama_sky_material.rs
      367 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\parallax_background.rs
      322 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\parallax_layer.rs
     1699 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\particle_process_material.rs
      286 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\path_2d.rs
      368 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\path_3d.rs
