SSXL-ext Live LOC Report
Generated (UTC): 2025-11-11 02:37:41
Generated (Epoch Seconds): 1762828662
Root Directories: .\rust, .\SSXL_engine_tester
Target Extensions: rs, gd, gdc, toml, md

------------------------------------------------------
 FILE LOC | Relative File Path
        0 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes
        0 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\native
     3555 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\central.rs
        5 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\mod.rs
     1026 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\utilities.rs
      248 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\aabb.rs
      502 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\array.rs
      203 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\basis.rs
      211 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\callable.rs
      257 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\color.rs
      329 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\dictionary.rs
       68 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\mod.rs
      121 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\node_path.rs
      643 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\packed_byte_array.rs
      230 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\packed_color_array.rs
      230 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\packed_float32_array.rs
      230 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\packed_float64_array.rs
      230 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\packed_int32_array.rs
      230 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\packed_int64_array.rs
      230 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\packed_string_array.rs
      230 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\packed_vector2_array.rs
      230 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\packed_vector3_array.rs
      230 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\packed_vector4_array.rs
      122 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\plane.rs
      349 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\projection.rs
      194 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\quaternion.rs
      167 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\rect2.rs
      140 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\rect2i.rs
       41 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\rid.rs
      113 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\signal.rs
     1066 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\string.rs
     1012 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\string_name.rs
      212 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\transform_2d.rs
      140 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\transform_3d.rs
      527 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\vector2.rs
      247 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\vector2i.rs
      532 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\vector3.rs
      244 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\vector3i.rs
      393 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\vector4.rs
      249 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes\vector4i.rs
      554 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\accept_dialog.rs
      379 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\aes_context.rs
      353 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\aim_modifier_3d.rs
      317 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animatable_body_2d.rs
      302 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animatable_body_3d.rs
      751 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animated_sprite_2d.rs
      691 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animated_sprite_3d.rs
      390 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animated_texture.rs
     2074 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation.rs
      423 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_library.rs
      940 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_mixer.rs
      731 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node.rs
      269 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_add2.rs
      269 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_add3.rs
      485 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_animation.rs
      269 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_blend2.rs
      269 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_blend3.rs
      554 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_blend_space_1d.rs
      709 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_blend_space_2d.rs
      467 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_blend_tree.rs
      282 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_extension.rs
      585 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_one_shot.rs
      263 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_output.rs
      617 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_state_machine.rs
      470 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_state_machine_playback.rs
      595 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_state_machine_transition.rs
      269 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_sub2.rs
      281 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_sync.rs
      263 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_time_scale.rs
      281 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_time_seek.rs
      386 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_node_transition.rs
     1569 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_player.rs
      263 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_root_node.rs
      455 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\animation_tree.rs
      933 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\area_2d.rs
     1044 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\area_3d.rs
      538 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\array_mesh.rs
      266 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\array_occluder_3d.rs
      542 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\aspect_ratio_container.rs
      334 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\atlas_texture.rs
      233 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_bus_layout.rs
      234 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect.rs
      276 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_amplify.rs
      246 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_band_limit_filter.rs
      246 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_band_pass_filter.rs
      321 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_capture.rs
      402 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_chorus.rs
      366 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_compressor.rs
      474 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_delay.rs
      417 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_distortion.rs
      267 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_eq.rs
      246 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_eq10.rs
      246 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_eq21.rs
      246 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_eq6.rs
      387 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_filter.rs
      294 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_hard_limiter.rs
      246 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_high_pass_filter.rs
      246 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_high_shelf_filter.rs
      223 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_instance.rs
      312 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_limiter.rs
      246 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_low_pass_filter.rs
      246 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_low_shelf_filter.rs
      246 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_notch_filter.rs
      258 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_panner.rs
      330 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_phaser.rs
      391 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_pitch_shift.rs
      285 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_record.rs
      384 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_reverb.rs
      391 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_spectrum_analyzer.rs
      227 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_spectrum_analyzer_instance.rs
      294 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_effect_stereo_enhance.rs
      293 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_listener_2d.rs
      388 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_listener_3d.rs
      935 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_server.rs
      354 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream.rs
      409 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_generator.rs
      162 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_generator_playback.rs
      847 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_interactive.rs
      269 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_microphone.rs
      395 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_mp3.rs
      413 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_ogg_vorbis.rs
      384 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_playback.rs
      132 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_playback_interactive.rs
      265 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_playback_ogg_vorbis.rs
      105 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_playback_playlist.rs
      217 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_playback_polyphonic.rs
      263 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_playback_resampled.rs
      105 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_playback_synchronized.rs
      663 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_player.rs
      655 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_player_2d.rs
      949 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_player_3d.rs
      370 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_playlist.rs
      287 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_polyphonic.rs
      518 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_randomizer.rs
      325 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_synchronized.rs
      674 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\audio_stream_wav.rs
      745 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\a_star_2d.rs
      745 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\a_star_3d.rs
      934 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\a_star_grid_2d.rs
      379 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\back_buffer_copy.rs
      798 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\base_button.rs
     3476 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\base_material_3d.rs
      424 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\bit_map.rs
      365 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\bone_2d.rs
      365 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\bone_attachment_3d.rs
      392 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\bone_constraint_3d.rs
      351 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\bone_map.rs
      433 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\box_container.rs
      334 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\box_mesh.rs
      257 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\box_occluder_3d.rs
      257 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\box_shape_3d.rs
      545 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\button.rs
      315 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\button_group.rs
      225 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\callback_tweener.rs
      878 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\camera_2d.rs
      943 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\camera_3d.rs
      323 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\camera_attributes.rs
      392 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\camera_attributes_physical.rs
      401 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\camera_attributes_practical.rs
      602 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\camera_feed.rs
      351 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\camera_server.rs
      316 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\camera_texture.rs
      320 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\canvas_group.rs
     2772 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\canvas_item.rs
      519 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\canvas_item_material.rs
      495 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\canvas_layer.rs
      284 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\canvas_modulate.rs
      388 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\canvas_texture.rs
      334 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\capsule_mesh.rs
      293 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\capsule_shape_2d.rs
      293 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\capsule_shape_3d.rs
      329 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\center_container.rs
      911 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\character_body_2d.rs
      905 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\character_body_3d.rs
      449 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\char_fx_transform.rs
      317 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\check_box.rs
      317 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\check_button.rs
      257 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\circle_shape_2d.rs
      880 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\class_db.rs
     2047 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\code_edit.rs
      537 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\code_highlighter.rs
      645 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\collision_object_2d.rs
      570 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\collision_object_3d.rs
      428 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\collision_polygon_2d.rs
      365 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\collision_polygon_3d.rs
      356 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\collision_shape_2d.rs
      347 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\collision_shape_3d.rs
      251 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\color_palette.rs
      877 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\color_picker.rs
      489 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\color_picker_button.rs
      317 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\color_rect.rs
      258 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\compressed_cubemap.rs
      258 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\compressed_cubemap_array.rs
      280 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\compressed_texture_2d.rs
      258 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\compressed_texture_2d_array.rs
      269 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\compressed_texture_3d.rs
      129 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\compressed_texture_layered.rs
      257 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\concave_polygon_shape_2d.rs
      275 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\concave_polygon_shape_3d.rs
      377 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\cone_twist_joint_3d.rs
      405 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\config_file.rs
      299 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\confirmation_dialog.rs
      454 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\container.rs
     3938 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\control.rs
      538 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\convert_transform_modifier_3d.rs
      266 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\convex_polygon_shape_2d.rs
      257 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\convex_polygon_shape_3d.rs
      707 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\copy_transform_modifier_3d.rs
     1396 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\cpu_particles_2d.rs
     1565 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\cpu_particles_3d.rs
      347 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\crypto.rs
      426 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\crypto_key.rs
      320 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\csg_box_3d.rs
      278 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\csg_combiner_3d.rs
      392 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\csg_cylinder_3d.rs
      320 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\csg_mesh_3d.rs
      816 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\csg_polygon_3d.rs
      132 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\csg_primitive_3d.rs
      386 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\csg_shape_3d.rs
      374 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\csg_sphere_3d.rs
      392 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\csg_torus_3d.rs
      267 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\cubemap.rs
      267 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\cubemap_array.rs
      729 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\curve.rs
      667 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\curve_2d.rs
      792 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\curve_3d.rs
      379 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\curve_texture.rs
      325 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\curve_xyz_texture.rs
      388 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\cylinder_mesh.rs
      275 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\cylinder_shape_3d.rs
      344 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\damped_spring_joint_2d.rs
      573 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\decal.rs
      290 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\directional_light_2d.rs
      480 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\directional_light_3d.rs
      626 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\dir_access.rs
     7514 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\display_server.rs
      412 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\dpi_texture.rs
      233 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\dtls_server.rs
      333 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_command_palette.rs
      462 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_context_menu_plugin.rs
      251 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_debugger_plugin.rs
      375 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_debugger_session.rs
      910 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_export_platform.rs
      221 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_export_platform_android.rs
      105 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_export_platform_apple_embedded.rs
      329 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_export_platform_extension.rs
      227 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_export_platform_ios.rs
      227 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_export_platform_linux_bsd.rs
      221 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_export_platform_mac_os.rs
      105 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_export_platform_pc.rs
      227 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_export_platform_vision_os.rs
      221 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_export_platform_web.rs
      227 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_export_platform_windows.rs
      471 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_export_plugin.rs
      600 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_export_preset.rs
      428 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_feature_profile.rs
     1057 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_file_dialog.rs
      364 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_file_system.rs
      335 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_file_system_directory.rs
      219 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_file_system_import_format_support_query.rs
      326 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_import_plugin.rs
      652 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_inspector.rs
      304 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_inspector_plugin.rs
     1282 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_interface.rs
      557 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_node_3d_gizmo.rs
      508 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_node_3d_gizmo_plugin.rs
      263 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_paths.rs
     1441 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_plugin.rs
     1083 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_property.rs
      224 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_resource_conversion_plugin.rs
      492 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_resource_picker.rs
      193 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_resource_preview.rs
      230 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_resource_preview_generator.rs
      230 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_resource_tooltip_plugin.rs
      304 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_scene_format_importer.rs
      233 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_scene_format_importer_blend.rs
      233 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_scene_format_importer_fbx2gltf.rs
